Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
LOC130009872	130009872	30	30	-	-	-	-	-
LOC130009873	130009873	28	28	-	-	-	-	-
LOC130009874	130009874	28	28	-	-	-	-	-
LOC130009875	130009875	29	29	-	-	-	-	-
LOC130009876	130009876	29	29	-	-	-	-	-
LOC130009877	130009877	29	29	-	-	-	-	-
LOC130009878	130009878	29	29	-	-	-	-	-
LOC130009879	130009879	30	30	-	-	-	1	0
LOC130009880	130009880	29	29	-	-	-	-	-
LOC130009881	130009881	28	28	-	-	-	-	-
LOC130009882	130009882	28	28	-	-	-	-	-
LOC130009883	130009883	28	28	-	-	-	-	-
LOC130009884	130009884	28	28	-	-	-	-	-
LOC130009885	130009885	28	28	-	-	-	-	-
LOC130009886	130009886	29	29	-	-	-	1	0
LOC130009887	130009887	29	29	-	-	-	1	0
LOC130009888	130009888	29	29	-	-	-	1	0
LOC130009889	130009889	29	29	-	-	-	1	0
LOC130009890	130009890	29	29	-	-	-	1	0
LOC130009891	130009891	29	29	-	-	-	1	0
LOC130009892	130009892	30	30	-	-	-	-	-
LOC130009893	130009893	29	29	-	-	-	-	-
LOC130009894	130009894	28	28	-	-	-	-	-
LOC130009895	130009895	28	28	-	-	-	-	-
LOC130009896	130009896	28	28	-	-	-	-	-
LOC130009897	130009897	28	28	-	-	-	-	-
LOC130009898	130009898	28	28	-	-	-	-	-
LOC130009899	130009899	28	28	-	-	-	-	-
LOC130009900	130009900	28	28	-	-	-	-	-
LOC130009901	130009901	28	28	-	-	-	-	-
LOC130009902	130009902	28	28	-	-	-	-	-
LOC130009903	130009903	28	28	-	-	-	-	-
LOC130009904	130009904	28	28	-	-	-	-	-
LOC130009905	130009905	28	28	-	-	-	-	-
LOC130009906	130009906	28	28	-	-	-	-	-
LOC130009907	130009907	28	28	-	-	-	-	-
LOC130009908	130009908	29	29	-	-	-	-	-
LOC130009909	130009909	29	29	-	-	-	-	-
LOC130009910	130009910	29	29	-	-	-	-	-
LOC130009911	130009911	29	29	-	-	-	-	-
LOC130009912	130009912	29	29	-	-	-	-	-
LOC130009913	130009913	277	152	-	22	-	34	0
LOC130009914	130009914	29	29	-	-	-	-	-
LOC130009915	130009915	29	29	-	-	-	-	-
LOC130009916	130009916	29	29	-	-	-	-	-
LOC130009917	130009917	29	29	-	-	-	-	-
LOC130009918	130009918	30	30	-	-	-	-	-
LOC130009919	130009919	30	30	-	-	-	-	-
LOC130009920	130009920	34	34	-	-	-	3	0
LOC130009921	130009921	43	40	-	-	-	3	0
LOC130009922	130009922	30	30	-	-	-	-	-
LOC130009923	130009923	30	30	-	-	-	-	-
LOC130009924	130009924	30	30	-	-	-	-	-
LOC130009925	130009925	30	30	-	-	-	-	-
LOC130009926	130009926	31	31	-	-	-	1	0
LOC130009927	130009927	32	32	-	-	-	2	0
LOC130009928	130009928	33	33	-	-	-	3	0
LOC130009929	130009929	31	31	-	-	-	1	0
LOC130009930	130009930	31	31	-	-	-	1	0
LOC130009931	130009931	33	33	-	-	-	2	0
LOC130009932	130009932	32	32	-	-	-	-	-
LOC130009933	130009933	34	34	-	-	-	-	-
LOC130009934	130009934	34	34	-	-	-	-	-
LOC130009935	130009935	34	34	-	-	-	-	-
LOC130009936	130009936	34	34	-	-	-	-	-
LOC130009937	130009937	34	34	-	-	-	-	-
LOC130009938	130009938	34	34	-	-	-	-	-
LOC130009939	130009939	34	34	-	-	-	-	-
LOC130009940	130009940	34	34	-	-	-	-	-
LOC130009941	130009941	33	33	-	-	-	-	-
LOC130009942	130009942	33	33	-	-	-	-	-
LOC130009943	130009943	33	33	-	-	-	-	-
LOC130009944	130009944	31	31	-	-	-	-	-
LOC130009945	130009945	31	31	-	-	-	-	-
LOC130009946	130009946	31	31	-	-	-	-	-
LOC130009947	130009947	31	31	-	-	-	-	-
LOC130009948	130009948	31	31	-	-	-	-	-
LOC130009949	130009949	33	33	-	-	-	3	0
LOC130009950	130009950	33	33	-	-	-	3	0
LOC130009951	130009951	33	33	-	-	-	3	0
LOC130009952	130009952	31	31	-	-	-	3	0
LOC130009953	130009953	27	27	-	-	-	-	-
LOC130009954	130009954	39	37	-	-	-	5	0
LOC130009955	130009955	26	26	-	-	-	-	-
LOC130009956	130009956	27	27	-	-	-	1	0
LOC130009957	130009957	27	27	-	-	-	1	0
LOC130009958	130009958	27	27	-	-	-	1	0
LOC130009959	130009959	27	27	-	-	-	1	0
LOC130009960	130009960	27	27	-	-	-	1	0
LOC130009961	130009961	27	27	-	-	-	1	0
LOC130009962	130009962	29	29	-	-	-	1	0
LOC130009963	130009963	29	29	-	-	-	1	0
LOC130009964	130009964	29	29	-	-	-	1	0
LOC130009965	130009965	29	29	-	-	-	1	0
LOC130009966	130009966	29	29	-	-	-	1	0
LOC130009967	130009967	27	27	-	-	-	1	0
LOC130009968	130009968	26	26	-	-	-	-	-
LOC130009969	130009969	26	26	-	-	-	-	-
LOC130009970	130009970	26	26	-	-	-	-	-
LOC130009971	130009971	26	26	-	-	-	-	-
LOC130009972	130009972	26	26	-	-	-	-	-
LOC130009973	130009973	26	26	-	-	-	-	-
LOC130009974	130009974	26	26	-	-	-	-	-
LOC130009975	130009975	26	26	-	-	-	-	-
LOC130009976	130009976	26	26	-	-	-	-	-
LOC130009977	130009977	26	26	-	-	-	-	-
LOC130009978	130009978	27	27	-	-	-	-	-
LOC130009979	130009979	27	27	-	-	-	-	-
LOC130009980	130009980	27	27	-	-	-	-	-
LOC130009981	130009981	27	27	-	-	-	-	-
LOC130009982	130009982	28	28	-	-	-	-	-
LOC130009983	130009983	28	28	-	-	-	-	-
LOC130009984	130009984	28	28	-	-	-	-	-
LOC130009985	130009985	27	27	-	-	-	-	-
LOC130009986	130009986	27	27	-	-	-	-	-
LOC130009987	130009987	27	27	-	-	-	-	-
LOC130009988	130009988	27	27	-	-	-	-	-
LOC130009989	130009989	28	28	-	-	-	1	0
LOC130009990	130009990	28	28	-	-	-	1	0
LOC130009991	130009991	28	28	-	-	-	1	0
LOC130009992	130009992	28	28	-	-	-	1	0
LOC130009993	130009993	28	28	-	-	-	1	0
LOC130009994	130009994	29	29	-	-	-	1	0
LOC130009995	130009995	29	29	-	-	-	1	0
LOC130009996	130009996	29	29	-	-	-	1	0
LOC130009997	130009997	30	30	-	-	-	1	0
LOC130009998	130009998	30	30	-	-	-	1	0
LOC130009999	130009999	30	30	-	-	-	1	0
LOC130010000	130010000	30	30	-	-	-	1	0
LOC130010001	130010001	30	30	-	-	-	1	0
LOC130010002	130010002	30	30	-	-	-	1	0
LOC130010003	130010003	30	30	-	-	-	1	0
LOC130010004	130010004	30	30	-	-	-	1	0
LOC130010005	130010005	30	30	-	-	-	1	0
LOC130010006	130010006	30	30	-	-	-	1	0
LOC130010007	130010007	30	30	-	-	-	1	0
LOC130010008	130010008	30	30	-	-	-	1	0
LOC130010009	130010009	30	30	-	-	-	1	0
LOC130010010	130010010	30	30	-	-	-	1	0
LOC130010011	130010011	30	30	-	-	-	1	0
LOC130010012	130010012	30	30	-	-	-	1	0
LOC130010013	130010013	30	30	-	-	-	1	0
LOC130010014	130010014	30	30	-	-	-	1	0
LOC130010015	130010015	30	30	-	-	-	1	0
LOC130010016	130010016	30	30	-	-	-	1	0
LOC130010017	130010017	30	30	-	-	-	1	0
LOC130010018	130010018	30	30	-	-	-	1	0
LOC130010019	130010019	30	30	-	-	-	1	0
LOC130010020	130010020	30	30	-	-	-	1	0
LOC130010021	130010021	30	30	-	-	-	1	0
LOC130010022	130010022	31	31	-	-	-	2	0
LOC130010023	130010023	30	30	-	-	-	1	0
LOC130010024	130010024	30	30	-	-	-	1	0
LOC130010025	130010025	30	30	-	-	-	1	0
LOC130010026	130010026	30	30	-	-	-	1	0
LOC130010027	130010027	30	30	-	-	-	1	0
LOC130010028	130010028	30	30	-	-	-	1	0
LOC130010029	130010029	30	30	-	-	-	1	0
LOC130010030	130010030	30	30	-	-	-	1	0
LOC130010031	130010031	30	30	-	-	-	1	0
LOC130010032	130010032	30	30	-	-	-	1	0
LOC130010033	130010033	30	30	-	-	-	1	0
LOC130010034	130010034	30	30	-	-	-	1	0
LOC130010035	130010035	30	30	-	-	-	1	0
LOC130010036	130010036	30	30	-	-	-	1	0
LOC130010037	130010037	30	30	-	-	-	1	0
LOC130010038	130010038	30	30	-	-	-	1	0
LOC130010039	130010039	30	30	-	-	-	1	0
LOC130010040	130010040	30	30	-	-	-	1	0
LOC130010041	130010041	30	30	-	-	-	1	0
LOC130010042	130010042	30	30	-	-	-	1	0
LOC130010043	130010043	30	30	-	-	-	1	0
LOC130010044	130010044	30	30	-	-	-	1	0
LOC130010045	130010045	30	30	-	-	-	1	0
LOC130010046	130010046	30	30	-	-	-	1	0
LOC130010047	130010047	31	31	-	-	-	1	0
LOC130010048	130010048	30	30	-	-	-	-	-
LOC130010049	130010049	30	30	-	-	-	-	-
LOC130010050	130010050	30	30	-	-	-	-	-
LOC130010051	130010051	30	30	-	-	-	-	-
LOC130010052	130010052	30	30	-	-	-	-	-
LOC130010053	130010053	30	30	-	-	-	-	-
LOC130010054	130010054	30	30	-	-	-	-	-
LOC130010055	130010055	30	30	-	-	-	-	-
LOC130010056	130010056	30	30	-	-	-	-	-
LOC130010057	130010057	29	29	-	-	-	-	-
LOC130010058	130010058	29	29	-	-	-	-	-
LOC130010059	130010059	30	30	-	-	-	-	-
LOC130010060	130010060	30	30	-	-	-	-	-
LOC130010061	130010061	32	32	-	-	-	-	-
LOC130010062	130010062	30	30	-	-	-	-	-
LOC130010063	130010063	30	30	-	-	-	-	-
LOC130010064	130010064	30	30	-	-	-	-	-
LOC130010065	130010065	30	30	-	-	-	-	-
LOC130010066	130010066	30	30	-	-	-	-	-
LOC130010067	130010067	30	30	-	-	-	-	-
LOC130010068	130010068	31	31	-	-	-	-	-
LOC130010069	130010069	34	34	-	-	-	-	-
LOC130010070	130010070	35	35	-	-	-	1	0
LOC130010071	130010071	35	35	-	-	-	1	0
LOC130010072	130010072	35	35	-	-	-	1	0
LOC130010073	130010073	38	38	-	-	-	1	0
LOC130010074	130010074	40	40	-	-	-	1	0
LOC130010075	130010075	35	35	-	-	-	1	0
LOC130010076	130010076	35	35	-	-	-	1	0
LOC130010077	130010077	35	35	-	-	-	1	0
LOC130010078	130010078	35	35	-	-	-	1	0
LOC130010079	130010079	36	36	-	-	-	2	0
LOC130010080	130010080	36	36	-	-	-	1	0
LOC130010081	130010081	36	36	-	-	-	1	0
LOC130010082	130010082	36	36	-	-	-	1	0
LOC130010083	130010083	36	36	-	-	-	1	0
LOC130010084	130010084	38	38	-	-	-	1	0
LOC130010085	130010085	38	38	-	-	-	1	0
LOC130010086	130010086	38	38	-	-	-	1	0
LOC130010087	130010087	38	38	-	-	-	1	0
LOC130010088	130010088	40	40	-	-	-	2	0
LOC130010089	130010089	40	40	-	-	-	2	0
LOC130010090	130010090	41	41	-	-	-	2	0
LOC130010091	130010091	41	41	-	-	-	2	0
LOC130010092	130010092	41	41	-	-	-	2	0
LOC130010093	130010093	41	41	-	-	-	2	0
LOC130010094	130010094	45	45	-	-	-	2	0
LOC130010095	130010095	45	45	-	-	-	2	0
LOC130010096	130010096	48	48	-	-	-	5	0
LOC130010097	130010097	46	46	-	-	-	2	0
LOC130010098	130010098	46	46	-	-	-	2	0
LOC130010099	130010099	46	46	-	-	-	3	0
LOC130010100	130010100	46	46	-	-	-	3	0
LOC130010101	130010101	47	47	-	-	-	4	0
LOC130010102	130010102	47	47	-	-	-	4	0
LOC130010103	130010103	47	47	-	-	-	4	0
LOC130010104	130010104	47	47	-	-	-	4	0
LOC130010105	130010105	45	45	-	-	-	3	0
LOC130010106	130010106	45	45	-	-	-	3	0
LOC130010107	130010107	45	45	-	-	-	3	0
LOC130010108	130010108	45	45	-	-	-	3	0
LOC130010109	130010109	45	45	-	-	-	3	0
LOC130010110	130010110	45	45	-	-	-	3	0
LOC130010111	130010111	45	45	-	-	-	3	0
LOC130010112	130010112	45	45	-	-	-	3	0
LOC130010113	130010113	45	45	-	-	-	3	0
LOC130010114	130010114	45	45	-	-	-	3	0
LOC130010115	130010115	45	45	-	-	-	3	0
LOC130010116	130010116	45	45	-	-	-	3	0
LOC130010117	130010117	45	45	-	-	-	3	0
LOC130010118	130010118	51	51	-	-	-	5	0
LOC130010119	130010119	46	46	-	-	-	3	0
LOC130010120	130010120	46	46	-	-	-	3	0
LOC130010121	130010121	46	46	-	-	-	3	0
LOC130010122	130010122	45	45	-	-	-	3	0
LOC130010123	130010123	45	45	-	-	-	3	0
LOC130010124	130010124	45	45	-	-	-	3	0
LOC130010125	130010125	45	45	-	-	-	3	0
LOC130010126	130010126	45	45	-	-	-	3	0
LOC130010127	130010127	145	126	-	-	-	47	0
LOC130010128	130010128	45	45	-	-	-	3	0
LOC130010129	130010129	45	45	-	-	-	3	0
LOC130010130	130010130	45	45	-	-	-	3	0
LOC130010131	130010131	45	45	-	-	-	3	0
LOC130010132	130010132	45	45	-	-	-	3	0
LOC130010133	130010133	45	45	-	-	-	3	0
LOC130010134	130010134	45	45	-	-	-	3	0
LOC130010135	130010135	45	45	-	-	-	3	0
LOC130010136	130010136	45	45	-	-	-	3	0
LOC130010137	130010137	49	49	-	-	-	7	0
LOC130010138	130010138	45	45	-	-	-	3	0
LOC130010139	130010139	45	45	-	-	-	3	0
LOC130010140	130010140	45	45	-	-	-	3	0
LOC130010141	130010141	44	44	-	-	-	2	0
LOC130010142	130010142	44	44	-	-	-	2	0
LOC130010143	130010143	44	44	-	-	-	2	0
LOC130010144	130010144	44	44	-	-	-	2	0
LOC130010145	130010145	44	44	-	-	-	2	0
LOC130010146	130010146	43	43	-	-	-	1	0
LOC130010147	130010147	43	43	-	-	-	1	0
LOC130010148	130010148	42	42	-	-	-	1	0
LOC130010149	130010149	42	42	-	-	-	1	0
LOC130010150	130010150	42	42	-	-	-	1	0
LOC130010151	130010151	42	42	-	-	-	1	0
LOC130010152	130010152	43	43	-	-	-	1	0
LOC130010153	130010153	46	46	-	-	-	4	0
LOC130010154	130010154	43	43	-	-	-	1	0
LOC130010155	130010155	43	43	-	-	-	1	0
LOC130010156	130010156	43	43	-	-	-	1	0
LOC130010157	130010157	43	43	-	-	-	1	0
LOC130010158	130010158	43	43	-	-	-	1	0
LOC130010159	130010159	44	44	-	-	-	1	0
LOC130010160	130010160	44	44	-	-	-	1	0
LOC130010161	130010161	44	44	-	-	-	1	0
LOC130010162	130010162	48	48	-	-	-	1	0
LOC130010163	130010163	48	48	-	-	-	1	0
LOC130010164	130010164	49	49	-	-	-	2	0
LOC130010165	130010165	48	48	-	-	-	1	0
LOC130010166	130010166	48	48	-	-	-	1	0
LOC130010167	130010167	50	50	-	1	-	2	0
LOC130010168	130010168	48	48	-	-	-	1	0
LOC130010169	130010169	48	48	-	-	-	1	0
LOC130010170	130010170	48	48	-	-	-	1	0
LOC130010171	130010171	48	48	-	-	-	1	0
LOC130010172	130010172	47	47	-	-	-	1	0
LOC130010173	130010173	47	47	-	-	-	1	0
LOC130010174	130010174	47	47	-	-	-	1	0
LOC130010175	130010175	47	47	-	-	-	1	0
LOC130010176	130010176	51	51	-	-	-	5	0
LOC130010177	130010177	49	49	-	-	-	3	0
LOC130010178	130010178	49	49	-	-	-	3	0
LOC130010179	130010179	47	47	-	-	-	1	0
LOC130010180	130010180	50	50	-	-	-	2	0
LOC130010181	130010181	48	48	-	-	-	2	0
LOC130010182	130010182	48	48	-	-	-	2	0
LOC130010183	130010183	49	49	-	-	-	3	0
LOC130010184	130010184	48	48	-	-	-	2	0
LOC130010185	130010185	48	48	-	-	-	2	0
LOC130010186	130010186	46	46	-	-	-	1	0
LOC130010187	130010187	46	46	-	-	-	1	0
LOC130010188	130010188	46	46	-	-	-	1	0
LOC130010189	130010189	45	45	-	-	-	1	0
LOC130010190	130010190	45	45	-	-	-	1	0
LOC130010191	130010191	45	45	-	-	-	1	0
LOC130010192	130010192	50	50	-	-	-	1	0
LOC130010193	130010193	50	50	-	-	-	1	0
LOC130010194	130010194	48	48	-	-	-	1	0
LOC130010195	130010195	48	48	-	-	-	1	0
LOC130010196	130010196	48	48	-	-	-	1	0
LOC130010197	130010197	48	48	-	-	-	1	0
LOC130010198	130010198	48	48	-	-	-	1	0
LOC130010199	130010199	48	48	-	-	-	1	0
LOC130010200	130010200	48	48	-	-	-	1	0
LOC130010201	130010201	48	48	-	-	-	1	0
LOC130010202	130010202	48	48	-	-	-	1	0
LOC130010203	130010203	45	45	-	-	-	1	0
LOC130010204	130010204	46	46	-	1	-	1	0
LOC130010205	130010205	46	46	-	-	-	1	0
LOC130010206	130010206	48	48	-	-	-	2	0
LOC130010207	130010207	48	48	-	-	-	2	0
LOC130010208	130010208	51	51	-	-	-	3	0
LOC130010209	130010209	52	52	-	-	-	4	0
LOC130010210	130010210	53	53	-	-	-	2	0
LOC130010211	130010211	53	53	-	-	-	2	0
LOC130010212	130010212	52	52	-	-	-	2	0
LOC130010213	130010213	51	51	-	-	-	2	0
LOC130010214	130010214	51	51	-	-	-	2	0
LOC130010215	130010215	47	47	-	-	-	1	0
LOC130010216	130010216	47	47	-	-	-	1	0
LOC130010217	130010217	47	47	-	-	-	1	0
LOC130010218	130010218	45	45	-	-	-	2	0
LOC130055244	130055244	15	15	-	1	-	2	0
LOC130055245	130055245	11	11	-	-	-	1	0
LOC130055246	130055246	11	11	-	-	-	1	0
LOC130055247	130055247	15	15	-	-	-	4	0
LOC130055248	130055248	12	12	-	-	-	1	0
LOC130055249	130055249	10	10	-	-	-	-	-
LOC130055250	130055250	10	10	-	-	-	-	-
LOC130055251	130055251	11	11	-	-	-	-	-
LOC130055252	130055252	11	11	-	-	-	-	-
LOC130055253	130055253	11	11	-	-	-	-	-
LOC130055254	130055254	11	11	-	-	-	-	-
LOC130055255	130055255	11	11	-	-	-	-	-
LOC130055256	130055256	11	11	-	-	-	-	-
LOC130055257	130055257	11	11	-	-	-	-	-
LOC130055258	130055258	11	11	-	-	-	-	-
LOC130055259	130055259	11	11	-	-	-	-	-
LOC130055260	130055260	11	11	-	-	-	-	-
LOC130055261	130055261	11	11	-	-	-	-	-
LOC130055262	130055262	11	11	-	-	-	-	-
LOC130055263	130055263	11	11	-	-	-	-	-
LOC130055264	130055264	11	11	-	-	-	-	-
LOC130055265	130055265	11	11	-	-	-	-	-
LOC130055266	130055266	11	11	-	-	-	-	-
LOC130055267	130055267	11	11	-	-	-	-	-
LOC130055268	130055268	11	11	-	-	-	-	-
LOC130055269	130055269	15	15	-	-	-	1	0
LOC130055270	130055270	13	13	-	-	-	-	-
LOC130055271	130055271	11	11	-	-	-	-	-
LOC130055272	130055272	11	11	-	-	-	-	-
LOC130055273	130055273	11	11	-	-	-	-	-
LOC130055274	130055274	11	11	-	-	-	-	-
LOC130055275	130055275	12	12	-	-	-	-	-
LOC130055276	130055276	13	13	-	-	-	1	0
LOC130055277	130055277	13	13	-	-	-	1	0
LOC130055278	130055278	15	15	-	-	-	3	0
LOC130055279	130055279	15	15	-	-	-	3	0
LOC130055280	130055280	15	15	-	-	-	3	0
LOC130055281	130055281	17	17	-	-	-	5	0
LOC130055282	130055282	14	14	-	-	-	1	0
LOC130055283	130055283	13	13	-	-	-	1	0
LOC130055284	130055284	13	13	-	-	-	1	0
LOC130055285	130055285	13	13	-	-	-	1	0
LOC130055286	130055286	13	13	-	-	-	1	0
LOC130055287	130055287	13	13	-	-	-	1	0
LOC130055288	130055288	24	24	-	-	-	1	0
LOC130055289	130055289	22	22	-	-	-	1	0
LOC130055290	130055290	22	22	-	-	-	1	0
LOC130055291	130055291	16	16	-	-	-	1	0
LOC130055292	130055292	14	14	-	-	-	1	0
LOC130055293	130055293	14	14	-	-	-	1	0
LOC130055294	130055294	14	14	-	-	-	1	0
LOC130055295	130055295	14	14	-	-	-	1	0
LOC130055296	130055296	14	14	-	-	-	1	0
LOC130055297	130055297	14	14	-	-	-	1	0
LOC130055298	130055298	14	14	-	-	-	1	0
LOC130055299	130055299	12	12	-	-	-	1	0
LOC130055300	130055300	12	12	-	-	-	1	0
LOC130055301	130055301	12	12	-	-	-	1	0
LOC130055302	130055302	11	11	-	-	-	1	0
LOC130055303	130055303	11	11	-	-	-	1	0
LOC130055304	130055304	11	11	-	-	-	1	0
LOC130055305	130055305	11	11	-	-	-	1	0
LOC130055306	130055306	11	11	-	-	-	1	0
LOC130055307	130055307	12	12	-	1	-	1	0
LOC130055308	130055308	11	11	-	-	-	1	0
LOC130055309	130055309	11	11	-	-	-	1	0
LOC130055310	130055310	11	11	-	-	-	1	0
LOC130055311	130055311	11	11	-	-	-	1	0
LOC130055312	130055312	11	11	-	-	-	1	0
LOC130055313	130055313	11	11	-	-	-	1	0
LOC130055314	130055314	11	11	-	-	-	1	0
LOC130055315	130055315	10	10	-	-	-	1	0
LOC130055316	130055316	10	10	-	-	-	1	0
LOC130055317	130055317	10	10	-	-	-	1	0
LOC130055318	130055318	10	10	-	-	-	1	0
LOC130055319	130055319	10	10	-	-	-	1	0
LOC130055320	130055320	10	10	-	-	-	1	0
LOC130055321	130055321	10	10	-	-	-	1	0
LOC130055322	130055322	10	10	-	-	-	1	0
LOC130055323	130055323	44	31	-	5	-	6	0
LOC130055324	130055324	27	23	-	7	-	4	0
LOC130055325	130055325	10	10	-	-	-	1	0
LOC130055326	130055326	9	9	-	-	-	1	0
LOC130055327	130055327	9	9	-	-	-	1	0
LOC130055328	130055328	9	9	-	-	-	1	0
LOC130055329	130055329	9	9	-	-	-	1	0
LOC130055330	130055330	9	9	-	-	-	1	0
LOC130055331	130055331	9	9	-	-	-	1	0
LOC130055332	130055332	12	12	-	-	-	3	0
LOC130055333	130055333	9	9	-	-	-	1	0
LOC130055334	130055334	13	13	-	-	-	5	0
LOC130055335	130055335	9	9	-	-	-	1	0
LOC130055336	130055336	9	9	-	-	-	1	0
LOC130055337	130055337	9	9	-	-	-	1	0
LOC130055338	130055338	9	9	-	-	-	1	0
LOC130055339	130055339	9	9	-	-	-	1	0
LOC130055340	130055340	9	9	-	-	-	1	0
LOC130055341	130055341	9	9	-	-	-	1	0
LOC130055342	130055342	9	9	-	-	-	1	0
LOC130055343	130055343	8	8	-	-	-	-	-
LOC130055344	130055344	8	8	-	-	-	-	-
LOC130055345	130055345	8	8	-	-	-	-	-
LOC130055346	130055346	8	8	-	-	-	-	-
LOC130055347	130055347	8	8	-	-	-	-	-
LOC130055348	130055348	8	8	-	-	-	-	-
LOC130055349	130055349	8	8	-	-	-	-	-
LOC130055350	130055350	8	8	-	-	-	-	-
LOC130055351	130055351	8	8	-	-	-	-	-
LOC130055352	130055352	8	8	-	-	-	-	-
LOC130055353	130055353	8	8	-	-	-	-	-
LOC130055354	130055354	8	8	-	-	-	-	-
LOC130055355	130055355	8	8	-	-	-	-	-
LOC130055356	130055356	8	8	-	-	-	-	-
LOC130055357	130055357	9	9	-	-	-	1	0
LOC130055358	130055358	9	9	-	-	-	1	0
LOC130055359	130055359	9	9	-	-	-	1	0
LOC130055360	130055360	9	9	-	-	-	1	0
LOC130055361	130055361	9	9	-	-	-	1	0
LOC130055362	130055362	9	9	-	-	-	1	0
LOC130055363	130055363	9	9	-	-	-	1	0
LOC130055364	130055364	9	9	-	-	-	1	0
LOC130055365	130055365	8	8	-	-	-	1	0
LOC130055366	130055366	9	9	-	-	-	1	0
LOC130055367	130055367	9	9	-	-	-	1	0
LOC130055368	130055368	10	10	-	-	-	2	0
LOC130055369	130055369	9	9	-	-	-	1	0
LOC130055370	130055370	11	11	-	-	-	3	0
LOC130055371	130055371	9	9	-	-	-	1	0
LOC130055372	130055372	9	9	-	-	-	1	0
LOC130055373	130055373	9	9	-	-	-	1	0
LOC130055374	130055374	8	8	-	-	-	-	-
LOC130055375	130055375	8	8	-	-	-	-	-
LOC130055376	130055376	8	8	-	-	-	-	-
LOC130055377	130055377	8	8	-	-	-	-	-
LOC130055378	130055378	11	10	-	-	-	-	-
LOC130055379	130055379	11	10	-	-	-	-	-
LOC130055380	130055380	9	9	-	-	-	-	-
LOC130055381	130055381	9	9	-	-	-	-	-
LOC130055382	130055382	9	9	-	-	-	-	-
LOC130055383	130055383	9	9	-	-	-	-	-
LOC130055384	130055384	9	9	-	-	-	-	-
LOC130055385	130055385	9	9	-	-	-	-	-
LOC130055386	130055386	9	9	-	-	-	-	-
LOC130055387	130055387	92	65	-	4	-	36	0
LOC130055388	130055388	9	9	-	-	-	-	-
LOC130055389	130055389	9	9	-	-	-	-	-
LOC130055390	130055390	9	9	-	-	-	-	-
LOC130055391	130055391	9	9	-	-	-	-	-
LOC130055392	130055392	9	9	-	-	-	-	-
LOC130055393	130055393	9	9	-	-	-	-	-
LOC130055394	130055394	9	9	-	-	-	-	-
LOC130055395	130055395	9	9	-	-	-	-	-
LOC130055396	130055396	9	9	-	-	-	-	-
LOC130055397	130055397	9	9	-	-	-	-	-
LOC130055398	130055398	9	9	-	-	-	-	-
LOC130055399	130055399	12	12	-	-	-	3	0
LOC130055400	130055400	9	9	-	-	-	-	-
LOC130055401	130055401	9	9	-	-	-	-	-
LOC130055402	130055402	9	9	-	-	-	-	-
LOC130055403	130055403	68	49	-	-	-	26	0
LOC130055404	130055404	34	20	-	-	-	5	0
LOC130055405	130055405	10	10	-	-	-	-	-
LOC130055406	130055406	9	9	-	-	-	-	-
LOC130055407	130055407	9	9	-	-	-	-	-
LOC130055408	130055408	9	9	-	-	-	-	-
LOC130055409	130055409	9	9	-	-	-	-	-
LOC130055410	130055410	9	9	-	-	-	-	-
LOC130055411	130055411	9	9	-	-	-	-	-
LOC130055412	130055412	9	9	-	-	-	-	-
LOC130055413	130055413	9	9	-	-	-	-	-
LOC130055414	130055414	9	9	-	-	-	-	-
LOC130055415	130055415	9	9	-	-	-	-	-
LOC130055416	130055416	9	9	-	-	-	-	-
LOC130055417	130055417	9	9	-	-	-	-	-
LOC130055418	130055418	9	9	-	-	-	-	-
LOC130055419	130055419	9	9	-	-	-	-	-
LOC130055420	130055420	15	15	-	-	-	5	0
LOC130055421	130055421	14	14	-	-	-	5	0
LOC130055422	130055422	9	9	-	-	-	-	-
LOC130055423	130055423	9	9	-	-	-	-	-
LOC130055424	130055424	9	9	-	-	-	-	-
LOC130055425	130055425	9	9	-	-	-	-	-
LOC130055426	130055426	9	9	-	-	-	-	-
LOC130055427	130055427	9	9	-	-	-	-	-
LOC130055428	130055428	9	9	-	-	-	-	-
LOC130055429	130055429	9	9	-	-	-	-	-
LOC130055430	130055430	9	9	-	-	-	-	-
LOC130055431	130055431	9	9	-	-	-	-	-
LOC130055432	130055432	9	9	-	-	-	-	-
LOC130055433	130055433	9	9	-	-	-	-	-
LOC130055434	130055434	9	9	-	-	-	-	-
LOC130055435	130055435	9	9	-	-	-	-	-
LOC130055436	130055436	9	9	-	-	-	-	-
LOC130055437	130055437	9	9	-	-	-	-	-
LOC130055438	130055438	8	8	-	-	-	-	-
LOC130055439	130055439	9	9	-	-	-	-	-
LOC130055440	130055440	10	10	-	-	-	-	-
LOC130055441	130055441	11	11	-	-	-	-	-
LOC130055442	130055442	12	12	-	-	-	1	0
LOC130055443	130055443	12	12	-	-	-	1	0
LOC130055444	130055444	12	12	-	-	-	1	0
LOC130055445	130055445	20	20	-	-	-	8	0
LOC130055446	130055446	12	12	-	-	-	1	0
LOC130055447	130055447	12	12	-	-	-	1	0
LOC130055448	130055448	12	12	-	-	-	1	0
LOC130055449	130055449	12	12	-	-	-	1	0
LOC130055450	130055450	14	14	-	-	-	3	0
LOC130055451	130055451	14	14	-	-	-	3	0
LOC130055452	130055452	14	14	-	-	-	3	0
